firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
Doubletree-By-Hilton,2021-03-11, Administrative Assistant,"Former Employee, more than 3 years","Claremont, CA",4,5.0,5.0,5.0,3.0,3.0,4.0,x,v,r,Great company overall,"Company morale, employee luncheons, Christmas party","Low pay, little room for advancement, expensive benefits"
Doubletree-By-Hilton,2021-05-18, Guest Service Associate,Current Employee,Panaji,3,1.0,4.0,3.0,3.0,3.0,1.0,x,v,r,Not a great experience,International brand name and reputability,Quality of clientele is poor
Doubletree-By-Hilton,2021-03-14, Night Auditor/Front Desk Agent,"Former Employee, less than 1 year","Collinsville, IL",5,4.0,3.0,4.0,4.0,2.0,4.0,v,v,r,Fantastic job!,"Treat their employees well, great benefits","long hours alone, and not very flexible"
Doubletree-By-Hilton,2021-05-31, Server/Waitress,Former Employee,"Edinburgh, Scotland, Scotland",3,1.0,1.0,1.0,1.0,2.0,1.0,o,o,o,Honestly it’s not worth it,Some of the part time staff were nice,The senior staff are not the best. They keep deducting breaks from my pay but i rarely had any breaks. And my shifts would say 5pm -1am but I’ll be there till like 5am sometimes. Nothing is reliable
Doubletree-By-Hilton,2021-01-16, F &Amp; B Assistant,"Former Employee, less than 1 year","London, England, England",3,4.0,2.0,3.0,4.0,3.0,4.0,v,v,v,"Flexible job, good for extra money and temporary","Nice people I’m the team, food for free, nice managers","Supervisors not very good sometimes, low level of English"
Doubletree-By-Hilton,2021-04-28, Sales Manager,"Former Employee, less than 1 year","Billings, MT",3,3.0,4.0,2.0,3.0,2.0,1.0,o,o,o,Sales Manager,Great place to get sales experience.,Below average training for those new to the industry. Sub par business processes and technology to keep their employees happy.
Doubletree-By-Hilton,2021-03-15, Front Desk Agent,"Former Employee, more than 1 year","Bloomington, IL",5,5.0,5.0,5.0,4.0,3.0,5.0,v,v,v,Loved this job,Great work environment and management was very helpful,The pay is lower and they do not give raises
Doubletree-By-Hilton,2020-10-08, Server/Waiter,Current Employee,"London, England, England",4,4.0,5.0,5.0,3.0,4.0,4.0,v,r,v,Good workingplace,"Good pay rate
Flexible hours
No more","mismanaged
Hardly reachable
Franchising of hilton company"
Doubletree-By-Hilton,2020-11-25, Front Desk,Former Employee,"Dallas, TX",2,2.0,1.0,3.0,1.0,1.0,3.0,x,x,o,Front Desk Salary,-get off early and free lunch,"-no employee perks, demanding, not appreciated, belittles employees,"
Doubletree-By-Hilton,2021-03-07, Guest Service Relations,Former Employee,"New York, NY",5,4.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Covid19 Catastrophe,Awesome Team to have worked with!!!!,Did not get a chance to experience anything negative on this job
Doubletree-By-Hilton,2021-02-16, Sales Manager,Former Employee,"Norwalk, CT",3,4.0,3.0,5.0,2.0,4.0,1.0,o,o,o,Mediocre,Nice coworkers. Friendly schedule and work life balanxe,Upper management was mediocre and unproductive
Doubletree-By-Hilton,2021-01-04, Inspector/Houekeeper,"Current Employee, more than 1 year","Wichita, KS",1,1.0,1.0,1.0,1.0,1.0,1.0,x,o,r,Poor management,Free lunch/supper for employees and some times it’s edible.,Over worked. Seriously under paid and unappreciated. Boss out of touch with reality.
Doubletree-By-Hilton,2021-04-03, Reservation/Revenue Manager,"Former Employee, more than 1 year","Regina, SK",4,4.0,4.0,4.0,4.0,4.0,4.0,o,o,o,Great place to work,"Team culture, knowledgeable staff, supportive management","Nothing in particular, will work again with team"
Doubletree-By-Hilton,2021-04-02, Food and Beverage Manager,"Current Employee, more than 3 years","London, England, England",3,3.0,4.0,5.0,2.0,3.0,1.0,v,v,r,Great city poor hotel,"Good training, great culture, great city",Not so great owners to work for
Doubletree-By-Hilton,2020-12-03, Front Desk Receptionist,Current Employee,Dubai,5,5.0,5.0,5.0,5.0,5.0,5.0,v,r,v,Amazing team,"Amazing team, everyone is super helpful and very knowledgeable about the brand. Willing to help out if a team member needs iit.","Due to covid, I had to go back to Indonesia"
Doubletree-By-Hilton,2021-04-30, Functions and Event Coordinator,"Former Employee, more than 1 year","Aberdeen, Scotland, Scotland",4,3.0,5.0,5.0,5.0,3.0,5.0,v,v,v,Great team,Awesome team to work with,"Long hours with little breaks.
Not the best pay"
Doubletree-By-Hilton,2020-12-22, Conference Service Manager,"Former Employee, more than 1 year","Somerset, NJ",3,3.0,2.0,3.0,3.0,1.0,1.0,o,o,o,Wouldn't Go Back,Good and helpful team members,"Compensation, lack of business, Upper management"
Dynatrace,2020-12-25, Software Engineer,"Former Employee, less than 1 year","Linz, Upper Austria",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Very nice place that will help you to grow and expand,Flat hierarchy and integration in each and every level,No cons. I had problems with my family in Egypt so I had to leave Austria
Dynatrace,2021-02-08, Senior Software Engineer,"Former Employee, less than 1 year",Barcelona,1,2.0,1.0,3.0,1.0,2.0,1.0,x,r,x,"More about politics, less about engineering",Some teams might welcome external input and collaboration. You get candy on your first day at work. The technical level in some parts of the code is very interesting and compelling.,Try not to stand out too much. After being fired forget getting any reference from anyone in the company.
Dynatrace,2021-02-22, Worker,"Current Employee, more than 8 years","Detroit, MI",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Exciting place to work,Solid company. Solid leadership. Awesome future,"The only negative right now is not getting the interaction of being in the office. But, I'm thankful that we can be flexible for now."
Dynatrace,2021-01-13, Sales Development Representative,"Current Employee, more than 1 year","Boston, MA",5,5.0,4.0,4.0,5.0,5.0,4.0,v,r,v,Great opportunity for college grads,"Great job for recent college grads with an interest in sales or software sales in particular. Depending on your familiarity with software/IT, your learning curve will vary. Do consider that like the rest of my hiring class, I didn’t know anything about software on my first day. But it’s proven that if you put your mind to it, it can be a lucrative and rewarding position. This is largely due to the fact that the Dynatrace platform is head and shoulders over the competition so most of the time it’s not hard to generate interest to ultimately host qualified meetings.

Management does a great job of providing bonus incentives and creating a team atmosphere. There are many different routes in different departments that you can take through the company from this position as well, it’s the most entry level role at the organization after intern.",No clear/guaranteed path through the sales hierarchy.
Dynatrace,2020-11-13, Self Employeed,Current Employee,"Brooklyn, NY",5,3.0,3.0,3.0,3.0,3.0,3.0,v,v,r,go,everything is good about our company,nothing is bad about our business
Dynatrace,2021-04-18, Senior Software Engineer,"Current Employee, more than 1 year",Gdańsk,5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great place to work,"Fantastic people, great customers, fun line of business",Could not think of any
Dynatrace,2021-03-26, Frontend Developer,"Current Employee, more than 3 years",Barcelona,5,4.0,5.0,4.0,2.0,3.0,4.0,v,v,r,Cool stack,"Very nice IT tech stack, good code quality","No fully remote positions, static career progresses"
Dynatrace,2021-04-05, Sales Engineer,"Current Employee, more than 3 years","Miami, FL",5,5.0,5.0,4.0,5.0,5.0,5.0,v,v,v,Fantastic company to work for,"Everything in Dynatrace is great!
In Dynatrace, you work with the market leader to help customers succeed in their digital transformation efforts, and you are able to have hands-on experience with the most cutting edge technologies",Non that I can think of
Dynatrace,2021-05-07, Delivery Consultant,"Former Employee, more than 3 years","London, England, England",3,4.0,3.0,3.0,3.0,2.0,2.0,o,o,o,Good graduate role,"good graduate role, first role out of uni was useful","not much room to grow, low pay even after a few years"
Dynatrace,2021-01-13, Territory Manager,"Current Employee, more than 5 years",Madrid,5,5.0,5.0,5.0,3.0,5.0,5.0,v,v,v,Great company,"Culture, compensation, best product by far","Fast growing company, opportunities to promote but unclear career path"
Dynatrace,2021-06-02, Computer and Information Systems Manager,"Former Employee, more than 10 years","Waltham, MA",5,4.0,5.0,5.0,4.0,5.0,5.0,v,v,v,Great Company to work and grow with,"Friendly Culture
Opportunities for growth are abundant
Team-oriented environment
Trusted senior Management
Good Pay and Benefits",I cannot think of any at the moment
Dynatrace,2020-10-09, Technical Specialist,Current Employee,"Seattle, WA",5,5.0,4.0,4.0,5.0,4.0,4.0,v,r,v,Great company,Remote options available good culture.,Constant change sometimes overworked and hard to keep up. Internal communication needs work.
Dynatrace,2020-12-14, Regional Director,Current Employee,Mumbai,4,4.0,4.0,4.0,3.0,4.0,4.0,v,r,v,Review of Dynatrace,Great product and enormous potential.,Global management yet to fully understand India market
Dynatrace,2020-10-13, Sales Consultant,Current Employee,Sydney,3,4.0,3.0,4.0,2.0,2.0,3.0,v,r,v,Good but could be great,Great product - in a growth phase,structure and processes belong in 2010's
Dynatrace,2021-01-20, Sales Development Representative (SDR),"Former Employee, more than 1 year","Waltham, MA",5,5.0,5.0,5.0,3.0,4.0,5.0,v,v,v,Great Culture,"Fun atmosphere, great leadership, great culture",Territory size vs sales goal
Dynatrace,2021-01-13, Sales Engineer,"Current Employee, more than 8 years","Waltham, MA",5,5.0,5.0,5.0,3.0,4.0,5.0,v,r,v,-,Great company to work with. Great leadership,no cons at all that I can think of
Dynatrace,2021-04-26, Account Executive,"Current Employee, less than 1 year","Washington, DC",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,"Great Company, Great Management and Culture and Great Product",The Dynatrace platform keeps expanding and it seems like product management always makes the right strategy decisions. Adding the new security feature is the latest that I believe will accelerate our growth.,None that I have seen.
Dynatrace,2021-05-17, Financial Acocuntant,"Current Employee, more than 8 years","London, England, England",4,3.0,3.0,3.0,5.0,4.0,2.0,v,x,x,most fun ever,love the staff and friends,there are no cons for my job
Dynatrace,2021-06-04, Programmer Analyst,"Current Employee, more than 1 year","Washington, DC",4,3.0,3.0,3.0,3.0,3.0,3.0,v,v,v,good,very good work not very difficult,not bad very friendly easy
Dynatrace,2020-12-12, Consultant,Current Employee,"Ottawa, ON",4,2.0,5.0,4.0,3.0,2.0,4.0,v,v,v,Good company,Focus on diversity and inclusion,Work life balance can sometimes be tough
Dynatrace,2021-05-19, Senior Manager,Current Employee,"Lima, Lima Region, Lima Region",5,4.0,5.0,5.0,5.0,4.0,5.0,v,v,v,A,It is a great company for autonomous cloud,Nothing to consider a con
Dynatrace,2020-12-01, Business Insights Analyst,"Current Employee, more than 1 year","Detroit, MI",4,3.0,3.0,2.0,4.0,4.0,3.0,v,x,v,I like it,Pays good and there's a lot of opportunities,"The job can be stressful at times, I once had 14 different clients"
Dynatrace,2021-04-06, Guardian Consultant,"Former Employee, more than 1 year","Detroit, MI",2,2.0,3.0,1.0,2.0,2.0,2.0,x,r,r,"Antiquated, underpaid and under-appreciated",They will train you via PDP for 6 months for your consultant job.,"Almost everything is a con. Management does not compensate employees according to their value (they're owned by a private equity firm - it shows), very difficult to move up in your career, managers drop you into accounts with almost no background on account and without doing their due diligence on it, non-technical managers (almost all of them on the services side) have no idea what is going on, etc."
Dynatrace,2021-03-20, Sales Associate,"Current Employee, less than 1 year","New York, NY",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great,Nice management and great place for learning,No cons till now. I loved it
Dynatrace,2021-02-10, Enterprise Customer Success Manager,"Former Employee, more than 1 year",Barcelona,2,1.0,1.0,3.0,1.0,3.0,1.0,x,r,r,Poor Leadership,"Front-line people are great, friendly and collaborative.","Leadership doesn´t have the skills or experience to run the department.
Turning into a big corporation where you are just a number and where you will be micromanaged.
Lack of customer-centricity.
Lack of processes, guidance and mentorship.
No onboarding program for new hires. 
No proper training for CSM around a very technical and complex product. 
No career progression. 
Trying to do business in Europe like in America."
Dynatrace,2021-02-09, Account Executive,"Current Employee, more than 1 year","Boston, MA",5,5.0,5.0,5.0,4.0,4.0,5.0,v,v,v,Awesome place to work,"Great people / culture, top notch product. awesome management.",Growing fast. honestly haven't experienced too many of the typical growing pains yet
Dynatrace,2021-03-16, Sales Development Representative (SDR),"Current Employee, less than 1 year","Maidenhead, England, England",5,4.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Awesome company 5*,great onboarding process and fabulous Management team. Dynatrace is the best on the market and the best workplace ever. I've never felt so welcomed and appreciated,the interview process was quite long in my opinion but it is understandable considering the high standards required
